id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel
403,37,M,2326,Mari̩(e),Consulting,Assistant de Direction,1,80,4,4,2
404,42,F,13525,Mari̩(e),Commercial,Cadre Commercial,5,80,23,20,4
405,18,M,1420,C̩libataire,Consulting,Consultant,1,80,0,0,0
406,35,M,8020,Mari̩(e),Commercial,Cadre Commercial,0,80,12,11,9
407,36,M,3688,Mari̩(e),Consulting,Consultant,4,80,4,1,0
408,51,M,5482,Divorc̩(e),Consulting,Tech Lead,5,80,13,4,1
410,41,M,16015,C̩libataire,Commercial,Senior Manager,1,80,22,22,10
411,18,F,1200,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,0,0,0
412,28,M,5661,C̩libataire,Consulting,Manager,0,80,9,8,3
416,31,M,6929,Mari̩(e),Commercial,Cadre Commercial,4,80,10,8,7
417,39,M,9613,Divorc̩(e),Consulting,Manager,0,80,19,18,10
419,36,F,5674,Mari̩(e),Consulting,Consultant,7,80,11,9,8
420,32,M,5484,Mari̩(e),Commercial,Cadre Commercial,1,80,13,13,8
421,38,F,12061,Mari̩(e),Consulting,Directeur Technique,3,80,19,10,8
422,58,M,5660,Divorc̩(e),Consulting,Manager,2,80,12,5,3
423,31,M,4821,Mari̩(e),Consulting,Assistant de Direction,0,80,6,5,2
424,31,M,6410,Mari̩(e),Ressources Humaines,Ressources Humaines,3,80,9,2,2
425,45,M,5210,Divorc̩(e),Consulting,Consultant,1,80,24,24,9
426,31,M,2695,Divorc̩(e),Consulting,Assistant de Direction,0,80,3,2,2
428,33,F,11878,Mari̩(e),Consulting,Senior Manager,6,80,12,10,6
429,39,M,17068,Mari̩(e),Consulting,Senior Manager,1,80,21,21,9
430,43,F,2455,C̩libataire,Consulting,Consultant,0,80,9,8,7
431,49,F,13964,C̩libataire,Consulting,Manager,7,80,25,7,1
433,52,M,4941,Mari̩(e),Consulting,Assistant de Direction,2,80,11,8,2
434,27,F,2478,C̩libataire,Consulting,Assistant de Direction,1,80,4,4,3
436,32,F,5228,Mari̩(e),Commercial,Cadre Commercial,1,80,13,13,12
437,27,M,4478,C̩libataire,Commercial,Cadre Commercial,1,80,5,5,4
438,31,M,7547,Divorc̩(e),Commercial,Cadre Commercial,4,80,13,7,7
439,32,F,5055,C̩libataire,Consulting,Assistant de Direction,7,80,10,7,7
440,28,M,3464,Mari̩(e),Consulting,Assistant de Direction,5,80,5,3,2
441,30,F,5775,Mari̩(e),Consulting,Assistant de Direction,1,80,11,10,8
442,31,F,8943,Mari̩(e),Consulting,Tech Lead,1,80,10,10,9
444,39,M,19272,Mari̩(e),Consulting,Senior Manager,1,80,21,21,9
445,39,F,5238,Mari̩(e),Commercial,Cadre Commercial,4,80,12,1,0
446,33,M,4682,C̩libataire,Commercial,Cadre Commercial,3,80,9,7,7
447,47,M,18300,Mari̩(e),Consulting,Directeur Technique,4,80,21,3,2
448,43,F,5257,Divorc̩(e),Consulting,Consultant,1,80,9,9,7
449,27,M,6349,Mari̩(e),Commercial,Cadre Commercial,0,80,6,5,4
450,54,F,4869,C̩libataire,Consulting,Assistant de Direction,3,80,20,4,3
451,43,F,9985,Mari̩(e),Consulting,Manager,8,80,10,1,0
452,45,M,3697,Mari̩(e),Consulting,Assistant de Direction,9,80,12,10,9
453,40,M,7457,Mari̩(e),Commercial,Cadre Commercial,2,80,6,4,3
454,29,M,2119,Mari̩(e),Consulting,Consultant,1,80,7,7,7
455,29,M,3983,C̩libataire,Consulting,Consultant,0,80,4,3,2
456,30,F,6118,Divorc̩(e),Commercial,Cadre Commercial,1,80,10,10,9
458,27,F,6214,Mari̩(e),Commercial,Cadre Commercial,1,80,8,8,7
460,37,M,6347,Divorc̩(e),Consulting,Tech Lead,7,80,8,6,2
461,38,M,11510,Divorc̩(e),Consulting,Directeur Technique,0,80,12,11,10
462,31,F,7143,C̩libataire,Consulting,Tech Lead,1,80,11,11,9
463,29,F,8268,Divorc̩(e),Commercial,Cadre Commercial,1,80,7,7,7
464,35,M,8095,C̩libataire,Consulting,Tech Lead,0,80,17,16,6
465,23,M,2904,Divorc̩(e),Consulting,Assistant de Direction,1,80,4,4,2
466,41,M,6032,C̩libataire,Consulting,Tech Lead,6,80,8,5,4
467,47,M,2976,C̩libataire,Commercial,Repr̩sentant Commercial,3,80,5,0,0
468,42,F,15992,C̩libataire,Consulting,Directeur Technique,2,80,16,1,0
469,29,M,4649,Mari̩(e),Commercial,Cadre Commercial,1,80,4,4,3
470,42,M,2696,Divorc̩(e),Ressources Humaines,Ressources Humaines,0,80,4,3,2
471,32,F,2370,Mari̩(e),Consulting,Consultant,1,80,8,8,0
473,48,F,12504,Mari̩(e),Commercial,Senior Manager,3,80,15,0,0
474,37,M,5974,Divorc̩(e),Consulting,Assistant de Direction,4,80,13,7,7
475,30,F,4736,Mari̩(e),Commercial,Cadre Commercial,7,80,4,2,2
476,26,M,5296,Mari̩(e),Commercial,Cadre Commercial,1,80,8,8,7
477,42,M,6781,C̩libataire,Consulting,Manager,3,80,14,1,0
478,21,F,2174,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,3,3,2
479,36,F,6653,C̩libataire,Commercial,Cadre Commercial,4,80,7,1,0
481,36,M,9699,Mari̩(e),Commercial,Cadre Commercial,4,80,16,13,9
482,57,M,6755,Mari̩(e),Consulting,Manager,2,80,15,3,2
483,40,F,2213,Mari̩(e),Consulting,Consultant,3,80,10,7,7
484,21,M,2610,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,3,3,2
485,33,F,2851,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,1,1,0
486,37,F,3452,Mari̩(e),Consulting,Consultant,6,80,17,5,4
487,46,F,5258,Mari̩(e),Consulting,Tech Lead,2,80,7,1,0
488,41,M,9355,C̩libataire,Commercial,Cadre Commercial,1,80,8,8,7
491,50,M,10496,C̩libataire,Consulting,Manager,6,80,20,4,3
492,40,M,6380,Mari̩(e),Commercial,Cadre Commercial,2,80,8,6,4
493,31,M,2657,C̩libataire,Consulting,Assistant de Direction,0,80,3,2,2
494,21,F,2716,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,1,1,0
495,29,M,2201,C̩libataire,Consulting,Assistant de Direction,9,80,6,3,2
496,35,M,6540,C̩libataire,Consulting,Manager,9,80,10,1,1
497,27,M,3816,Divorc̩(e),Consulting,Consultant,1,80,5,5,2
498,28,M,5253,C̩libataire,Commercial,Cadre Commercial,1,80,7,7,5
499,49,M,10965,C̩libataire,Consulting,Manager,8,80,26,5,2
500,51,F,4936,Mari̩(e),Commercial,Cadre Commercial,4,80,18,7,7
501,36,F,2543,Mari̩(e),Consulting,Assistant de Direction,4,80,6,2,2
502,34,M,5304,C̩libataire,Commercial,Cadre Commercial,8,80,9,5,2
505,55,F,16659,C̩libataire,Consulting,Senior Manager,2,80,30,5,4
507,24,F,4260,Divorc̩(e),Commercial,Cadre Commercial,1,80,5,5,2
508,30,M,2476,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,1,1,0
510,26,M,3102,C̩libataire,Consulting,Assistant de Direction,0,80,7,6,4
511,22,F,2244,Mari̩(e),Consulting,Assistant de Direction,1,80,2,2,1
513,36,M,7596,Mari̩(e),Commercial,Cadre Commercial,1,80,10,10,9
514,30,M,2285,C̩libataire,Consulting,Assistant de Direction,9,80,3,1,0
515,37,F,3034,Divorc̩(e),Consulting,Consultant,1,80,18,18,7
516,40,F,5715,Divorc̩(e),Commercial,Cadre Commercial,7,80,8,5,4
517,42,F,2576,Divorc̩(e),Consulting,Consultant,3,80,8,5,2
518,37,M,4197,C̩libataire,Consulting,Tech Lead,2,80,18,1,0
520,43,M,14336,Divorc̩(e),Consulting,Directeur Technique,1,80,25,25,10
521,40,F,3448,Mari̩(e),Consulting,Consultant,6,80,20,1,0
522,54,M,19406,Mari̩(e),Consulting,Directeur Technique,4,80,24,4,2
523,34,F,6538,Mari̩(e),Commercial,Cadre Commercial,9,80,6,3,2
524,31,F,4306,Mari̩(e),Consulting,Tech Lead,1,80,13,13,10
525,43,M,2258,Mari̩(e),Consulting,Consultant,7,80,8,3,2
526,43,F,4522,Divorc̩(e),Consulting,Manager,4,80,8,5,2
527,25,F,4487,C̩libataire,Commercial,Cadre Commercial,1,80,5,5,4
529,37,F,4449,Mari̩(e),Consulting,Assistant de Direction,3,80,15,13,11
530,31,M,2218,Mari̩(e),Consulting,Consultant,1,80,4,4,2
531,39,M,19197,Divorc̩(e),Consulting,Senior Manager,1,80,21,21,8
532,56,F,13212,Mari̩(e),Commercial,Cadre Commercial,9,80,36,7,7
533,30,F,6577,C̩libataire,Commercial,Cadre Commercial,0,80,6,5,4
534,41,M,8392,Mari̩(e),Commercial,Cadre Commercial,1,80,10,10,7
536,28,M,4558,Divorc̩(e),Consulting,Consultant,1,80,10,10,0
538,25,M,4031,Mari̩(e),Consulting,Consultant,5,80,6,2,2
543,52,M,7969,Mari̩(e),Consulting,Tech Lead,2,80,28,5,4
544,45,M,2654,Mari̩(e),Consulting,Assistant de Direction,3,80,8,2,2
546,52,F,16555,Mari̩(e),Consulting,Senior Manager,2,80,31,5,2
547,42,F,4556,Divorc̩(e),Consulting,Assistant de Direction,2,80,19,5,4
548,30,F,6091,C̩libataire,Consulting,Tech Lead,2,80,11,5,4
549,60,F,19566,Mari̩(e),Consulting,Senior Manager,5,80,33,29,8
550,46,F,4810,Divorc̩(e),Consulting,Tech Lead,2,80,19,10,7
551,42,F,4523,Mari̩(e),Consulting,Manager,0,80,7,6,5
554,24,F,3202,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,6,5,3
555,34,F,2351,Divorc̩(e),Commercial,Repr̩sentant Commercial,0,80,3,2,2
556,38,M,1702,Mari̩(e),Consulting,Consultant,1,80,1,1,0
558,40,F,18041,Mari̩(e),Commercial,Senior Manager,0,80,21,20,15
560,26,F,2886,Divorc̩(e),Consulting,Assistant de Direction,1,80,3,3,2
562,30,M,2097,Mari̩(e),Consulting,Consultant,4,80,9,5,3
564,29,M,11935,Mari̩(e),Consulting,Directeur Technique,1,80,10,10,2
565,29,F,2546,Mari̩(e),Consulting,Assistant de Direction,5,80,6,2,2
566,19,M,2564,C̩libataire,Ressources Humaines,Ressources Humaines,1,80,1,1,0
567,30,F,8412,Mari̩(e),Commercial,Cadre Commercial,0,80,10,9,8
568,57,M,14118,Divorc̩(e),Commercial,Senior Manager,3,80,32,1,0
569,50,M,17046,Mari̩(e),Consulting,Senior Manager,0,80,28,27,10
571,30,F,2564,C̩libataire,Consulting,Consultant,0,80,12,11,7
573,60,F,10266,Mari̩(e),Commercial,Cadre Commercial,4,80,22,18,13
574,47,F,5070,Divorc̩(e),Consulting,Tech Lead,5,80,20,5,0
575,46,M,17861,Mari̩(e),Consulting,Directeur Technique,6,80,26,3,2
577,35,M,4230,C̩libataire,Consulting,Consultant,0,80,6,5,4
578,54,F,3780,C̩libataire,Consulting,Consultant,7,80,19,1,0
579,34,M,2768,Divorc̩(e),Consulting,Assistant de Direction,3,80,14,7,3
580,46,F,9071,Mari̩(e),Commercial,Cadre Commercial,2,80,15,3,2
581,31,M,10648,Divorc̩(e),Consulting,Tech Lead,1,80,13,13,8
582,33,M,13610,Mari̩(e),Consulting,Senior Manager,7,80,15,7,6
584,33,M,3408,Divorc̩(e),Consulting,Consultant,7,80,8,4,3
585,30,M,2983,C̩libataire,Commercial,Repr̩sentant Commercial,0,80,4,3,2
586,35,M,7632,Mari̩(e),Consulting,Manager,4,80,10,8,7
587,31,M,9824,Mari̩(e),Consulting,Manager,3,80,12,1,0
590,34,F,9950,Divorc̩(e),Ressources Humaines,Ressources Humaines,9,80,11,3,2
591,42,M,2093,Mari̩(e),Consulting,Consultant,4,80,8,2,2
592,36,M,9980,C̩libataire,Commercial,Cadre Commercial,1,80,10,10,3
593,22,M,3894,C̩libataire,Consulting,Consultant,5,80,4,2,2
595,48,F,4051,Mari̩(e),Commercial,Cadre Commercial,2,80,14,9,7
597,55,F,16835,C̩libataire,Commercial,Senior Manager,3,80,37,10,9
599,41,M,6230,C̩libataire,Commercial,Cadre Commercial,7,80,16,14,3
600,35,M,4717,Mari̩(e),Commercial,Cadre Commercial,9,80,15,11,9
601,40,F,13237,C̩libataire,Consulting,Tech Lead,7,80,22,20,6
602,39,F,3755,Mari̩(e),Consulting,Consultant,1,80,8,8,3
604,31,M,6582,C̩libataire,Commercial,Cadre Commercial,4,80,10,6,5
605,42,M,7406,Mari̩(e),Consulting,Tech Lead,1,80,10,10,9
606,45,M,4805,Mari̩(e),Commercial,Cadre Commercial,0,80,9,8,7
608,26,F,2741,Divorc̩(e),Ressources Humaines,Ressources Humaines,0,80,8,7,7
611,29,M,4262,Divorc̩(e),Consulting,Tech Lead,4,80,8,3,2
612,33,F,16184,Divorc̩(e),Consulting,Directeur Technique,4,80,10,6,1
613,31,M,11557,Divorc̩(e),Commercial,Senior Manager,9,80,10,5,4
614,18,M,1878,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,0,0,0
615,40,M,10932,Divorc̩(e),Commercial,Cadre Commercial,3,80,20,1,0
616,41,F,6811,C̩libataire,Consulting,Manager,2,80,10,8,7
618,26,M,4306,Divorc̩(e),Commercial,Cadre Commercial,5,80,8,0,0
620,35,F,4859,C̩libataire,Commercial,Cadre Commercial,1,80,5,5,4
621,34,M,5337,C̩libataire,Commercial,Cadre Commercial,1,80,10,10,7
622,26,M,2340,C̩libataire,Consulting,Consultant,1,80,1,1,0
623,37,F,7491,C̩libataire,Consulting,Tech Lead,4,80,12,6,5
624,46,F,10527,Mari̩(e),Consulting,Manager,5,80,28,2,2
625,41,F,16595,Mari̩(e),Commercial,Senior Manager,7,80,22,18,16
626,37,M,8834,Divorc̩(e),Commercial,Cadre Commercial,1,80,9,9,5
630,52,M,5577,Divorc̩(e),Consulting,Assistant de Direction,3,80,18,10,9
631,32,M,4707,Mari̩(e),Commercial,Cadre Commercial,8,80,6,4,2
632,24,M,2400,Mari̩(e),Commercial,Repr̩sentant Commercial,0,80,3,2,2
634,38,F,9824,Mari̩(e),Consulting,Manager,3,80,18,1,0
635,37,F,6447,Mari̩(e),Consulting,Tech Lead,6,80,8,6,5
638,49,M,19502,Divorc̩(e),Consulting,Directeur Technique,1,80,31,31,9
639,24,M,2725,Mari̩(e),Consulting,Assistant de Direction,1,80,6,6,5
641,26,M,6272,Mari̩(e),Commercial,Cadre Commercial,1,80,6,5,3
643,24,M,2127,Mari̩(e),Consulting,Consultant,1,80,1,1,0
644,50,M,18200,Mari̩(e),Ressources Humaines,Senior Manager,1,80,32,32,5
645,25,M,2096,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,7,7,4
647,24,F,2886,Mari̩(e),Consulting,Consultant,1,80,6,6,3
648,30,M,2033,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,1,1,0
649,34,M,3622,Mari̩(e),Consulting,Assistant de Direction,1,80,6,6,5
650,31,M,4233,Divorc̩(e),Commercial,Cadre Commercial,2,80,9,3,1
652,35,M,3681,C̩libataire,Consulting,Consultant,4,80,9,3,2
653,31,M,5460,Divorc̩(e),Commercial,Cadre Commercial,4,80,13,7,7
655,27,F,2187,Divorc̩(e),Consulting,Assistant de Direction,0,80,6,5,3
656,37,M,9602,Mari̩(e),Commercial,Cadre Commercial,4,80,17,3,0
657,20,F,2836,C̩libataire,Consulting,Assistant de Direction,1,80,1,1,0
659,42,F,4089,Mari̩(e),Consulting,Manager,1,80,10,10,2
661,43,M,16627,Divorc̩(e),Consulting,Directeur Technique,4,80,21,1,0
662,38,F,2619,C̩libataire,Consulting,Assistant de Direction,3,80,8,0,0
663,43,M,5679,Divorc̩(e),Consulting,Consultant,3,80,10,8,7
664,48,F,15402,Mari̩(e),Consulting,Senior Manager,7,80,21,3,2
665,44,F,5985,C̩libataire,Ressources Humaines,Ressources Humaines,4,80,10,2,2
666,34,F,2579,Divorc̩(e),Commercial,Repr̩sentant Commercial,1,80,8,8,2
667,27,M,3041,Divorc̩(e),Commercial,Repr̩sentant Commercial,0,80,5,4,3
669,21,M,3447,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,3,3,2
671,44,M,19513,Mari̩(e),Consulting,Senior Manager,4,80,26,2,2
675,22,M,2773,Mari̩(e),Consulting,Assistant de Direction,0,80,3,2,2
677,33,M,7104,Divorc̩(e),Commercial,Cadre Commercial,0,80,6,5,0
679,32,F,6322,Mari̩(e),Consulting,Assistant de Direction,1,80,6,6,4
680,30,F,2083,Divorc̩(e),Consulting,Assistant de Direction,1,80,1,1,0
682,53,F,8381,C̩libataire,Commercial,Cadre Commercial,7,80,18,14,7
683,34,M,2691,Mari̩(e),Consulting,Assistant de Direction,1,80,10,10,9
684,45,F,4286,Mari̩(e),Commercial,Cadre Commercial,2,80,5,1,1
686,26,F,2659,Mari̩(e),Consulting,Consultant,1,80,3,3,2
689,37,M,9434,Mari̩(e),Consulting,Tech Lead,1,80,10,10,7
690,29,F,5561,Mari̩(e),Commercial,Cadre Commercial,1,80,6,6,0
691,35,M,6646,C̩libataire,Consulting,Assistant de Direction,1,80,17,17,11
692,33,M,7725,Divorc̩(e),Consulting,Manager,3,80,15,13,11
698,54,M,10725,Mari̩(e),Ressources Humaines,Ressources Humaines,2,80,16,9,7
699,36,M,8847,Divorc̩(e),Consulting,Tech Lead,2,80,13,3,2
700,27,M,2045,C̩libataire,Consulting,Assistant de Direction,0,80,5,4,2
701,20,M,1009,C̩libataire,Consulting,Assistant de Direction,1,80,1,1,0
702,33,M,3348,C̩libataire,Consulting,Assistant de Direction,1,80,10,10,8
704,35,M,1281,Mari̩(e),Consulting,Consultant,1,80,1,1,0
705,23,M,2819,Mari̩(e),Consulting,Assistant de Direction,2,80,5,3,2
707,25,M,4851,Mari̩(e),Commercial,Cadre Commercial,0,80,4,3,2
709,38,F,4028,C̩libataire,Commercial,Cadre Commercial,0,80,8,7,7
710,29,M,2720,Divorc̩(e),Consulting,Assistant de Direction,1,80,10,10,7
712,48,M,8120,Mari̩(e),Commercial,Cadre Commercial,3,80,12,2,2
714,27,F,4647,Divorc̩(e),Commercial,Cadre Commercial,1,80,6,6,5
715,37,M,4680,C̩libataire,Consulting,Assistant de Direction,3,80,4,1,0
716,50,M,3221,Mari̩(e),Consulting,Consultant,1,80,20,20,8
717,34,F,8621,C̩libataire,Consulting,Manager,1,80,9,8,7
720,24,F,4577,C̩libataire,Commercial,Cadre Commercial,9,80,4,2,2
721,39,F,4553,C̩libataire,Consulting,Manager,1,80,20,20,7
722,32,M,5396,C̩libataire,Commercial,Cadre Commercial,1,80,10,10,7
723,50,M,6796,Mari̩(e),Commercial,Cadre Commercial,3,80,18,4,3
724,38,F,7625,C̩libataire,Consulting,Manager,0,80,10,9,7
725,27,F,7412,Mari̩(e),Consulting,Tech Lead,1,80,9,9,7
727,32,F,11159,C̩libataire,Consulting,Directeur Technique,3,80,10,7,7
728,47,M,4960,C̩libataire,Commercial,Cadre Commercial,2,80,20,7,7
729,40,M,10475,Mari̩(e),Commercial,Cadre Commercial,5,80,20,18,13
730,53,M,14814,Mari̩(e),Consulting,Directeur Technique,3,80,32,5,1
731,41,M,19141,Divorc̩(e),Ressources Humaines,Senior Manager,3,80,23,21,6
732,60,M,5405,C̩libataire,Commercial,Cadre Commercial,8,80,10,2,2
733,27,M,8793,Divorc̩(e),Consulting,Tech Lead,1,80,9,9,7
734,41,M,19189,Mari̩(e),Ressources Humaines,Senior Manager,1,80,22,22,7
738,50,M,3875,Mari̩(e),Commercial,Repr̩sentant Commercial,7,80,4,2,2
741,28,F,2216,C̩libataire,Consulting,Assistant de Direction,7,80,10,7,7
742,36,F,11713,Mari̩(e),Consulting,Directeur Technique,9,80,10,8,7
743,38,F,7861,C̩libataire,Consulting,Tech Lead,4,80,10,1,0
744,44,M,3708,C̩libataire,Consulting,Consultant,2,80,9,5,2
746,47,F,13770,Divorc̩(e),Commercial,Cadre Commercial,9,80,28,22,2
747,30,M,5304,Divorc̩(e),Commercial,Cadre Commercial,7,80,10,8,7
749,29,M,2642,C̩libataire,Commercial,Repr̩sentant Commercial,1,80,1,1,0
752,42,M,2759,Divorc̩(e),Consulting,Assistant de Direction,6,80,7,2,2
754,43,M,6804,Mari̩(e),Commercial,Cadre Commercial,3,80,7,2,2
757,34,F,6142,C̩libataire,Consulting,Manager,3,80,10,5,1
758,23,M,2500,Mari̩(e),Consulting,Consultant,1,80,5,4,3
760,39,F,6389,Mari̩(e),Ressources Humaines,Ressources Humaines,9,80,12,8,3
762,56,M,11103,Mari̩(e),Consulting,Manager,7,80,30,10,7
763,40,F,2342,C̩libataire,Consulting,Assistant de Direction,0,80,5,4,2
764,27,F,6811,C̩libataire,Consulting,Manager,8,80,9,7,6
766,29,M,2297,Divorc̩(e),Commercial,Repr̩sentant Commercial,1,80,2,2,2
769,53,M,2450,C̩libataire,Consulting,Consultant,2,80,19,2,2
771,35,F,5093,Divorc̩(e),Consulting,Manager,2,80,16,1,0
772,32,M,5309,Mari̩(e),Consulting,Consultant,1,80,10,10,8
773,38,M,3057,Mari̩(e),Consulting,Assistant de Direction,6,80,6,1,0
775,34,F,5121,Divorc̩(e),Consulting,Tech Lead,3,80,7,0,0
776,52,M,16856,Mari̩(e),Commercial,Senior Manager,1,80,34,34,6
780,33,M,2686,C̩libataire,Consulting,Assistant de Direction,1,80,10,10,9
781,25,F,6180,C̩libataire,Commercial,Cadre Commercial,1,80,6,6,5
783,45,M,6632,C̩libataire,Commercial,Repr̩sentant Commercial,0,80,9,8,7
784,23,M,3505,C̩libataire,Consulting,Assistant de Direction,1,80,2,2,2
785,47,F,6397,C̩libataire,Commercial,Cadre Commercial,4,80,8,5,4
786,34,M,6274,C̩libataire,Commercial,Cadre Commercial,1,80,6,6,5
787,55,M,19859,Mari̩(e),Consulting,Senior Manager,5,80,24,5,2
789,36,M,7587,C̩libataire,Commercial,Cadre Commercial,1,80,10,10,7
791,52,M,4258,Mari̩(e),Consulting,Assistant de Direction,0,80,5,4,3
792,26,F,4364,Divorc̩(e),Consulting,Consultant,3,80,5,2,2
793,29,F,4335,Mari̩(e),Consulting,Manager,4,80,11,8,7
796,26,M,5326,C̩libataire,Commercial,Cadre Commercial,6,80,6,4,3
797,34,F,3280,C̩libataire,Consulting,Assistant de Direction,2,80,10,4,2
799,54,F,5485,Divorc̩(e),Consulting,Tech Lead,9,80,9,5,3
800,27,M,4342,Mari̩(e),Commercial,Cadre Commercial,0,80,5,4,2
802,37,F,2782,Divorc̩(e),Consulting,Assistant de Direction,0,80,6,5,3
803,38,F,5980,C̩libataire,Consulting,Tech Lead,6,80,17,15,7
804,34,F,4381,C̩libataire,Consulting,Assistant de Direction,1,80,6,6,5
805,35,F,2572,Mari̩(e),Commercial,Repr̩sentant Commercial,1,80,3,3,2
806,30,M,3833,Mari̩(e),Consulting,Consultant,3,80,7,2,2
807,40,F,4244,Mari̩(e),Consulting,Manager,1,80,8,8,7
808,34,F,6500,Mari̩(e),Commercial,Cadre Commercial,5,80,6,3,2
809,42,M,18430,Divorc̩(e),Consulting,Senior Manager,1,80,24,24,7
811,23,M,1601,Mari̩(e),Consulting,Consultant,1,80,1,0,0
812,24,M,2694,Divorc̩(e),Consulting,Consultant,1,80,1,1,0
813,52,F,3149,Mari̩(e),Consulting,Consultant,8,80,9,5,2
815,50,M,17639,Mari̩(e),Consulting,Directeur Technique,5,80,30,4,3
816,29,F,2319,Mari̩(e),Consulting,Consultant,1,80,1,1,0
817,33,M,11691,Mari̩(e),Consulting,Directeur Technique,0,80,14,13,9
